family,tier,A_name,delta,K,S_wc,max_g,n_designs
did,Tier2_Contested,A,0.0,1,,,0
did,Tier2_Contested,A,0.5,1,,,0
did,Tier2_Contested,A,1.0,1,,,0
did,Tier2_Contested,A,1.64,1,,,0
did,Tier2_Contested,A,1.96,1,,,0
did,Tier2_Contested,A,2.58,1,,,0
did,Tier2_Contested,A,3.0,1,,,0
